body,event.name,framework.duration_ms,framework.event_id,framework.field.atributos,framework.field.autenticacoes,framework.field.avisos,framework.field.conceitos,framework.field.consistente,framework.field.dados,framework.field.durationMs,framework.field.encaminhamentos,framework.field.encerramento,framework.field.enlaces,framework.field.errosCorrigidos,framework.field.errosSemCorrecao,framework.field.hardening,framework.field.httpStatus,framework.field.ip,framework.field.linhas,framework.field.login,framework.field.metodo,framework.field.naoInterpretadas,framework.field.passos,framework.field.passosSelecao,framework.field.pendencias,framework.field.protecoes,framework.field.protocolo,framework.field.resultado,framework.field.rota,framework.field.roteadores,framework.field.status,framework.field.total,framework.field.traceId,framework.module,framework.status,http.request.method,http.response.status_code,http.route,severity,timeUnixNano,traceId
evento=http_access status=ok,http_access,1,34e00bc4-14c0-4259-ad99-1b33c381f70f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786410771000000000,3450ba1ec21147b3b93c262a41f46bde
evento=http_access status=ok,http_access,0,284cfdfe-95ef-48bd-b96a-87c87f5757b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github,INFO,1786410422000000000,97566b1ce739450798d411290c8c3f1e
evento=http_access status=ok,http_access,1,8c2b67d5-3f89-4bde-a8c8-30283684cd0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786410420000000000,f43e5d53ef3f428aae2e5c25217bc683
evento=http_access status=ok,http_access,0,9fdb22d8-723a-403e-8d8e-7d8f8bcad35a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786410420000000000,65bde2b8f18a422d829a5cbd089a3ab5
evento=http_access status=ok,http_access,1,3105dd21-a4fa-4f1a-866e-86b948eee9ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786410418000000000,4ba1d914f89d40a9b6a8b267bdedc5a0
evento=http_access status=ok,http_access,1,9b27157e-8a41-46a5-b210-cc0771347076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786410409000000000,449441d8d9c049ba934b72f034a6c4cc
evento=http_access status=ok,http_access,4,4385f7fd-ae34-420b-b717-cd9437e55ee3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786410409000000000,f9839d63d62848bab8c42820afd7f003
evento=http_access status=ok,http_access,5,45517383-7e92-4fb7-98d0-813a6336ccb9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786410013000000000,1aeffba3432b4077953521b0bc2f14ac
evento=http_access status=ok,http_access,8,5e9c03c2-7740-4db4-9bde-0ea4a054e39e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786410013000000000,aa2a35e17a0546a3a8020cad7b873115
evento=http_access status=ok,http_access,550,78f78bca-e5fb-41c2-af99-5f5c40363eb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github/callback,INFO,1786410013000000000,8f88188f1b374a6f97eae1ba1325fd25
evento=login_github status=ok login=carmipa resultado=ok,login_github,,75b6e40c-19bf-4b28-95b9-cb14721aaff5,,,,,,,,,,,,,,,,,carmipa,,,,,,,,ok,,,,,,seguranca,ok,GET,,/login/github/callback,INFO,1786410013000000000,8f88188f1b374a6f97eae1ba1325fd25
evento=http_access status=ok,http_access,4,4721021d-ada9-43fc-b2a1-15ec4fc5b6a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github,INFO,1786410012000000000,6919c6dcc65342528fffff945eb3b551
evento=http_access status=ok,http_access,0,e4fb7bec-feac-473d-b914-a8adb49c09be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409981000000000,821049e9cf88489e91180fcf5839bec9
evento=http_access status=ok,http_access,4,32e4e060-9d29-4eb1-85df-e454694bde7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786409981000000000,933e555582394a4db4fa98ac123011ea
evento=http_access status=ok,http_access,1031,f070b063-6b03-459d-9c9d-8b780ad6f45a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github/callback,INFO,1786409981000000000,31735455087b4c10aa7e13337f593ecf
evento=login_github status=ok login=carmipa resultado=ok,login_github,,66612199-4335-42dd-ad2a-051861824747,,,,,,,,,,,,,,,,,carmipa,,,,,,,,ok,,,,,,seguranca,ok,GET,,/login/github/callback,INFO,1786409981000000000,31735455087b4c10aa7e13337f593ecf
evento=http_access status=ok,http_access,1,13cdf7eb-b834-4181-a97a-54824355da7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github,INFO,1786409978000000000,040064bc019741808cb31c1e26a28973
evento=http_access status=ok,http_access,2,21097de2-6c1d-4a79-9503-bc020573a50c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786409976000000000,eba1ce8f217c41f6b7f61ae1de57acdb
evento=http_access status=ok,http_access,2,14c6bf44-cca7-4f36-bcb4-ccc0af2fdd4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786409976000000000,2163f8c8919c48cbbb1adae4205bfac5
evento=http_access status=ok,http_access,1,bbcd9f11-bdaa-4300-a0b9-7d9969c6df96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409973000000000,b77a4956bc6c4e9aa647adc37863e2f0
evento=http_access status=ok,http_access,75,f26ed702-c7a5-4bbe-b118-28f85bd59ed2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786409973000000000,e96f4581b31b4fffb5cc42672b94eab7
evento=catalog_load status=ok total=30,catalog_load,,ab21a913-2be3-4247-8dbb-ba69ba48ca33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786409973000000000,e96f4581b31b4fffb5cc42672b94eab7
evento=http_access status=ok,http_access,2,d59d8b26-38eb-4046-a1b6-f8e1f8d26fc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786409822000000000,fd22e1626ef94d4b92f4d4f7202dcf9f
evento=http_access status=ok,http_access,2,46384e74-9cc4-41e4-a3af-e1751c89b7c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github,INFO,1786409822000000000,2aa50893bdaf402d883f23a04ae9abff
evento=http_access status=ok,http_access,9,c3ee1e2a-e316-4306-a7ee-dae8f7305012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github,INFO,1786409822000000000,670a59d8028a425280e086a9fe506dac
evento=http_access status=ok,http_access,57,86766466-0059-4d0b-aa10-344c119518e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786409821000000000,d8d67068f5c44ddaa7d18d6068076ae8
evento=app_start status=ok,app_start,,1af5c61d-121a-47d3-8545-74d810df57e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786409803000000000,
evento=http_access status=ok,http_access,4,2b12cea2-f5d6-4d99-bba0-d129ee37d3bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786409756000000000,522d0981ae8f419ea28b685b2acbf062
evento=http_access status=ok,http_access,3,d8211933-7a5a-4deb-b39f-d2a0a0f55582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github,INFO,1786409756000000000,a6bb013b0d524580b469d851213d4fd4
evento=http_access status=ok,http_access,36,836ea3d1-c3d8-42f2-9f99-c0089754da44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786409756000000000,adc4bb30e10b4ab3801a01647eb63014
evento=http_access status=ok,http_access,4,5402d4f6-e440-46ed-bae8-158ede0d8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786409755000000000,e59002eef86742f7bde0b74074ae2233
evento=app_start status=ok,app_start,,ba2db1cf-a569-406a-bb55-3e88f1672ab5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786409735000000000,
evento=http_access status=ok,http_access,1,d0556da8-e79c-4d79-86f1-da6d04ceaf3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409525000000000,abf8b90463ce4a94a7352ccd86478954
evento=http_access status=ok,http_access,6,ca7a4ed7-537e-4f04-a7f6-4f10b3c4da76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786409525000000000,627458081f0c48a5b5f3421a42a2a436
evento=catalog_load status=ok total=30,catalog_load,,e6f4fbbf-7098-4728-8b23-730c4c5480ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786409525000000000,627458081f0c48a5b5f3421a42a2a436
evento=http_access status=ok,http_access,1,f45c9fab-c230-45ac-81d0-e45a25958f19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409524000000000,c606f6ee76d04be09500c726763b88b3
evento=http_access status=ok,http_access,1,57640735-673d-4a60-b7b6-01c9d1e65dbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1786409523000000000,70a1749a78d54c338fe3dc3789e80c1e
evento=http_access status=ok,http_access,1,c29f347d-b406-42f1-a403-2f3865b8a910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1786409523000000000,a5a5b798378b4c11ba761cc14a94fafd
evento=http_access status=ok,http_access,1,6f9221f6-838d-464c-bf45-74f8568c8f51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1786409523000000000,4018176b3942417a832d73cd1ef63b92
evento=http_access status=ok,http_access,1,3b6e5f08-023e-4127-a18f-956315a5f432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409523000000000,a6b8a7a9775644c2aaead16ff73fdfbe
evento=http_access status=ok,http_access,3,618199b5-5e1e-46e3-bc2e-d0807a05b956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786409523000000000,540216e945904ba88d7db7df1c89c0cf
evento=http_access status=ok,http_access,2,8076b068-bac2-4aff-84b6-c6b0864fd0f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409522000000000,eb25f39140ca4b5db02c0c44b3c2683a
evento=http_access status=ok,http_access,1,2898fab4-672a-4dc7-9f5d-c85c3542e8ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786409522000000000,98fc8c7c188e4847850358e62424d6ee
evento=http_access status=ok,http_access,1,785fbae6-d830-4c31-9b2f-ffacc4cff27e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409522000000000,7e2bc99cca1444c39731202546c6d882
evento=http_access status=ok,http_access,3,ca2d8eaf-c8f1-4f2e-943a-964bd408f85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/seguranca,INFO,1786409522000000000,891c6cf4ea9c417290712a87a068a1cd
evento=http_access status=ok,http_access,0,f6d8d36e-fd47-4024-90fa-f82f0aaede30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409521000000000,e30ea590e9fa4945a97396c02b13c9e5
evento=http_access status=ok,http_access,2,efa5b360-9fca-45be-96c0-b8155826ebad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/admin/login,INFO,1786409521000000000,e1f179c7473a467a989b2226a735071a
evento=http_access status=ok,http_access,1,5449d95a-9fc6-4b20-9835-7819b94c86e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786409521000000000,89992cc4e4774cf2a523b01d28245d7c
evento=http_access status=ok,http_access,1,9ffeb8e2-fa04-4de6-b46c-c2ac5b5394fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409520000000000,188abcedb986451481193a232a148b8f
evento=http_access status=ok,http_access,30,de9e1646-fd45-4415-b92a-50cf05146c39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/documentacao,INFO,1786409520000000000,2edeb066079c4ee293f6ce84cd432059
evento=http_access status=ok,http_access,1,01d9d877-527f-46f0-a9e1-986ac5522137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409519000000000,5f1dff34d55b460a845b6c5c644c2f1b
evento=http_access status=ok,http_access,1,8ed6ab8c-a7d2-47e8-86c7-e5ca2bb718a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/sobre,INFO,1786409519000000000,6b4c24382b9c44a394e8291b9b64ce2d
evento=http_access status=ok,http_access,1,8a809c42-f423-4cfd-8300-4d92ef227cec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409514000000000,c380496a8bc440f6a8760decc902d52d
evento=http_access status=ok,http_access,1,84f19353-0e00-4b67-bead-b562cbe72a4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786409514000000000,d914c2e9d47c42d495f4f0c7bb2b7e92
evento=http_access status=ok,http_access,0,14358117-0c69-43de-80ca-e43a4b04a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786409512000000000,8efada655e2944fca34a4ff3a95b36f8
evento=http_access status=ok,http_access,6,1cd3e3df-883d-4797-ba5d-d1354ac86ed6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/admin/login,INFO,1786409512000000000,b5a8c70d2ec64d59b05a585e6fecd0c5
evento=http_access status=ok,http_access,1,173df447-a747-4e4f-a282-b752fb3ea8fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786408968000000000,5a98d031466a4234be04311e1771d705
evento=http_access status=ok,http_access,1,dd38dce8-8534-481d-a251-ceef8d73030e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/admin/login,INFO,1786408967000000000,4ed91fd07c1943cebe9e26d316f81a37
evento=http_access status=ok,http_access,1,00589bdb-c87f-422a-a98b-4dc67008ae1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786408842000000000,40d2ec5ab772438ab8a5d77e0c436bf6
evento=http_access status=ok,http_access,1,57e9388e-2e05-41c9-ab70-a4f614a17d91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/admin/login,INFO,1786408841000000000,96399ea5b130450d81c3e645a2cd0d91
evento=http_access status=ok,http_access,1,46f7d076-bc3e-4ad3-967b-1919605462d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786408712000000000,f8d990a11d7240008e2d04d951fcea53
evento=http_access status=ok,http_access,2,eeaf218e-c8f7-4934-b7d6-a846631bd667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/admin/login,INFO,1786408712000000000,14b53b0863854982842cc1f0fcfe3b5f
evento=http_access status=ok,http_access,1,b1977317-129c-421c-b311-f759f5ba0a31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786408712000000000,3552113744ab40eb8c66d76fa37ed75c
evento=http_access status=ok,http_access,1,3b73ce53-a60b-4983-a3bf-73532bc4b644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786408706000000000,71c21d0f0296405c9690914da38bf26b
evento=http_access status=ok,http_access,1,2422e747-55b6-4b8d-a5bb-e998f437b2f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786408706000000000,6671fce7c1bc4ecda83666065c188c06
evento=http_access status=ok,http_access,0,3b19fe79-421e-4d12-99ca-87f9ee6a8f10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786408704000000000,49f8edf9888a4db1ab7251e4498aca36
evento=http_access status=ok,http_access,3,2dfa568d-3870-475f-82c3-b46eb4ecf3c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/sobre,INFO,1786408704000000000,f45139f5eef14b3e89b56413df2bf220
evento=http_access status=ok,http_access,1,8cb6c65b-3c38-44c8-a9d4-c33f24635ecb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786408703000000000,6c714702a87b4637b1d878c037b61b6b
evento=http_access status=ok,http_access,20,3360cd46-cb41-4fc5-8ef8-c50e2237ad0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/documentacao,INFO,1786408703000000000,cb97df5d372c4287b02ca2681f5b7396
evento=http_access status=ok,http_access,2,7bc95340-750e-4d92-b192-a52115d85530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786408703000000000,8157de8905a44db6898654b5a64ceb11
evento=http_access status=ok,http_access,2,48f66a88-43e3-45f1-8f79-35a6bdd56cbb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/admin/login,INFO,1786408702000000000,1529378dd8234b1981fc68a6e9ab9b7e
evento=http_access status=ok,http_access,1,add60357-69bd-4eb7-8188-1bc98d10694a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786408702000000000,ba84aaa8ae4549b584501bf2075bda9b
evento=http_access status=ok,http_access,1,9a0c2df9-b7c6-4416-a3e9-1ff44807f1b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786408702000000000,378115a4a3574ed5aed0ae18c3b7e7dc
evento=http_access status=ok,http_access,1,0b1d5b37-5fce-4206-a88b-54c896852654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/seguranca,INFO,1786408702000000000,e8ac62196fca46958ced26622e86678d
evento=http_access status=ok,http_access,2,6a6d5220-85df-4b33-84a3-1f1a48cdeb90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786408701000000000,610bb0991fe84f3d866ee421118ebe31
